dataset	leaf_size	metric	eps	min_samples	nmi
hypercube	100	manhattan	0.5	2	1.0
engytime	100	manhattan	0.5	2	0.013828657911451062
longsquare	100	manhattan	0.5	2	0.5688017637780005
iono	100	manhattan	0.5	2	0.03912572461247857
square5	100	manhattan	0.5	2	0.40740820880220185
3-spiral	100	manhattan	0.5	2	0.2912319711143391
DS-850	100	manhattan	0.5	2	0.009938054700860318
rings	100	manhattan	0.5	2	0.43815959524644854
2d-4c-no4	100	manhattan	0.5	2	0.610014115041643
disk-1000n	100	manhattan	0.5	2	0.3033139875924712
complex9	100	manhattan	0.5	2	0.03260389180015839
ecoli	100	manhattan	0.5	2	0.20509983924877262
target	100	manhattan	0.5	2	1.0000000000000002
3MC	100	manhattan	0.5	2	0.6599635328514629
xclara	100	manhattan	0.5	2	0.20356903225501768
spherical_5_2	100	manhattan	0.5	2	0.5437487882289033
ds577	100	manhattan	0.5	2	0.0020118339991206766
elliptical_10_2	100	manhattan	0.5	2	0.5451791065039766
triangle2	100	manhattan	0.5	2	0.41719922914158086
disk-4000n	100	manhattan	0.5	2	0.9573462346414279
jain	100	manhattan	0.5	2	0.1660844087676139
2d-4c	100	manhattan	0.5	2	0.6104383928233632
sizes4	100	manhattan	0.5	2	0.47800290383490435
square4	100	manhattan	0.5	2	0.4424512586478959
chainlink	100	manhattan	0.5	2	1.0
spiralsquare	100	manhattan	0.5	2	0.7681080120468936
gaussians1	100	manhattan	0.5	2	1.0
complex8	100	manhattan	0.5	2	0.04848334500091906
haberman	100	manhattan	0.5	2	0.07262504490899578
pmf	100	manhattan	0.5	2	0.35781625487012797
atom	100	manhattan	0.5	2	0.05298062590218454
2d-4c-no9	100	manhattan	0.5	2	0.5904250572447388
hepta	100	manhattan	0.5	2	0.5907260407627826
triangle1	100	manhattan	0.5	2	0.6959547909783798
tae	100	manhattan	0.5	2	0.3282537649344205
twenty	100	manhattan	0.5	2	0.9206504312197891
threenorm	100	manhattan	0.5	2	0.028980531449035993
square2	100	manhattan	0.5	2	0.4708876821872387
flame	100	manhattan	0.5	2	0.0582064067467982
disk-3000n	100	manhattan	0.5	2	0.25569358281348936
d31	100	manhattan	0.5	2	0.8415838435287443
aggregation	100	manhattan	0.5	2	0.23405160729154534
2sp2glob	100	manhattan	0.5	2	0.7974410313352572
glass	100	manhattan	0.5	2	0.2764994262156568
square1	100	manhattan	0.5	2	0.47244176735954757
disk-4500n	100	manhattan	0.5	2	0.01350496449518767
sizes1	100	manhattan	0.5	2	0.47225963303209434
long3	100	manhattan	0.5	2	0.037978309594801564
st900	100	manhattan	0.5	2	0.017823067623012747
tetra	100	manhattan	0.5	2	0.7623127439134865
spherical_4_3	100	manhattan	0.5	3	0.12101524292433373
fourty	100	manhattan	0.5	3	0.8065611458409355
lsun	100	manhattan	0.5	3	1.0
ds850	100	manhattan	0.5	3	0.009938054700860318
pathbased	100	manhattan	0.5	3	0.16181178245586036
R15	100	manhattan	0.5	3	0.9133405197925945
spherical_6_2	100	manhattan	0.5	3	0.5726277691840955
shapes	100	manhattan	0.5	3	1.0
2dnormals	100	manhattan	0.5	3	0.025549994582779866
simplex	100	manhattan	0.5	3	1.0
2d-20c-no0	100	manhattan	0.5	3	0.8931551863575011
disk-5000n	100	manhattan	0.5	3	0.04473528391536056
DS-577	100	manhattan	0.5	3	0.0020118339991206766
zoo	100	manhattan	0.5	3	0.3938108141757237
square3	100	manhattan	0.5	3	0.4340028643112233
disk-4600n	100	manhattan	0.5	3	0.713582274409242
sizes5	100	manhattan	0.5	3	0.43887317939010834
blobs	100	manhattan	0.5	3	0.05858496521632972
dense-disk-5000	100	manhattan	0.5	3	0.25031771006543746
dense-disk-3000	100	manhattan	0.5	3	0.5104064521955083
2d-10c	100	manhattan	0.5	3	0.6625216759069532
impossible	100	manhattan	0.5	3	0.9262037486135033
aml28	100	manhattan	0.5	3	0.4751648391055031
compound	100	manhattan	0.5	3	0.20079579297254857
sizes3	100	manhattan	0.5	3	0.434101963667983
spiral	100	manhattan	0.5	3	1.0
sizes2	100	manhattan	0.5	3	0.46115281391584856
iris	100	manhattan	0.5	3	0.5072578015997514
hypercube	100	manhattan	0.5	3	1.0
engytime	100	manhattan	0.5	3	0.00715101122400368
longsquare	100	manhattan	0.5	3	0.5417310295851046
square5	100	manhattan	0.5	3	0.38992474978887703
3-spiral	100	manhattan	0.5	3	0.2737815338440918
DS-850	100	manhattan	0.5	3	0.009938054700860318
rings	100	manhattan	0.5	3	0.43823046673075855
2d-4c-no4	100	manhattan	0.5	3	0.6144221058562116
disk-1000n	100	manhattan	0.5	3	0.2841838022340962
ecoli	100	manhattan	0.5	3	0.20509983924877262
target	100	manhattan	0.5	3	1.0000000000000002
3MC	100	manhattan	0.5	3	0.670612019076298
xclara	100	manhattan	0.5	3	0.11877291530857952
spherical_5_2	100	manhattan	0.5	3	0.4942624020105175
ds577	100	manhattan	0.5	3	0.0020118339991206766
elliptical_10_2	100	manhattan	0.5	3	0.45825922536875224
triangle2	100	manhattan	0.5	3	0.38724976846251397
disk-4000n	100	manhattan	0.5	3	0.9589365460960076
jain	100	manhattan	0.5	3	0.09751681039364501
2d-4c	100	manhattan	0.5	3	0.6382802151298091
sizes4	100	manhattan	0.5	3	0.439551408661633
square4	100	manhattan	0.5	3	0.42233937950175116
chainlink	100	manhattan	0.5	3	1.0
spiralsquare	100	manhattan	0.5	3	0.7765874932433938
gaussians1	100	manhattan	0.5	3	1.0
haberman	100	manhattan	0.5	3	0.016991169000338913
pmf	100	manhattan	0.5	3	0.31283028308781535
2d-4c-no9	100	manhattan	0.5	3	0.5921890166250054
hepta	100	manhattan	0.5	3	0.5547153542021712
triangle1	100	manhattan	0.5	3	0.7082471713915474
tae	100	manhattan	0.5	3	0.04796284802914385
twenty	100	manhattan	0.5	3	0.9181631825046728
threenorm	100	manhattan	0.5	3	0.020677261642879675
square2	100	manhattan	0.5	3	0.4462690081927394
flame	100	manhattan	0.5	3	0.027041143297085783
disk-3000n	100	manhattan	0.5	3	0.2564132711965923
d31	100	manhattan	0.5	3	0.8313964297753175
aggregation	100	manhattan	0.5	3	0.12100239011448831
2sp2glob	100	manhattan	0.5	3	0.8122963785424661
glass	100	manhattan	0.5	3	0.2297603706584728
square1	100	manhattan	0.5	3	0.4471598416844079
disk-4500n	100	manhattan	0.5	3	0.013811599845135155
sizes1	100	manhattan	0.5	3	0.44573291854746255
long3	100	manhattan	0.5	3	0.037978309594801564
st900	100	manhattan	0.5	3	0.017823067623012747
tetra	100	manhattan	0.5	3	0.7593046449247288
spherical_4_3	100	manhattan	0.5	4	0.06433839221748688
fourty	100	manhattan	0.5	4	0.762622433970957
lsun	100	manhattan	0.5	4	1.0
ds850	100	manhattan	0.5	4	0.5189951027560084
pathbased	100	manhattan	0.5	4	0.054718740284788056
R15	100	manhattan	0.5	4	0.9350595657584271
spherical_6_2	100	manhattan	0.5	4	0.4784412129071112
shapes	100	manhattan	0.5	4	1.0
2dnormals	100	manhattan	0.5	4	0.02590928624570537
simplex	100	manhattan	0.5	4	1.0
2d-20c-no0	100	manhattan	0.5	4	0.8818291580259734
disk-5000n	100	manhattan	0.5	4	0.03868195482438198
DS-577	100	manhattan	0.5	4	0.004449613816270854
zoo	100	manhattan	0.5	4	0.2834248482215105
square3	100	manhattan	0.5	4	0.379658797369915
disk-4600n	100	manhattan	0.5	4	0.7086908176807278
sizes5	100	manhattan	0.5	4	0.3894349908051549
blobs	100	manhattan	0.5	4	0.014898007937667313
dense-disk-5000	100	manhattan	0.5	4	0.3407835325135249
dense-disk-3000	100	manhattan	0.5	4	0.5703160306321479
2d-10c	100	manhattan	0.5	4	0.6644315132294546
impossible	100	manhattan	0.5	4	0.9244124895939134
aml28	100	manhattan	0.5	4	0.45323425091033964
compound	100	manhattan	0.5	4	0.08624518650307313
sizes3	100	manhattan	0.5	4	0.39489689065190314
spiral	100	manhattan	0.5	4	1.0
sizes2	100	manhattan	0.5	4	0.42512314806539436
iris	100	manhattan	0.5	4	0.4775080461714955
hypercube	100	manhattan	0.5	4	1.0
engytime	100	manhattan	0.5	4	0.007502353865134306
longsquare	100	manhattan	0.5	4	0.4773156128013347
square5	100	manhattan	0.5	4	0.3491589478426294
3-spiral	100	manhattan	0.5	4	0.18009026559307742
DS-850	100	manhattan	0.5	4	0.5189951027560084
rings	100	manhattan	0.5	4	0.4392687033667225
2d-4c-no4	100	manhattan	0.5	4	0.6078461726090142
disk-1000n	100	manhattan	0.5	4	0.25621025640117706
ecoli	100	manhattan	0.5	4	0.20254026758528454
target	100	manhattan	0.5	4	0.9861144062953922
3MC	100	manhattan	0.5	4	0.6729782084368683
xclara	100	manhattan	0.5	4	0.054756634610892405
spherical_5_2	100	manhattan	0.5	4	0.40047325455086974
ds577	100	manhattan	0.5	4	0.004449613816270854
elliptical_10_2	100	manhattan	0.5	4	0.36299550044701806
triangle2	100	manhattan	0.5	4	0.3183455950357531
disk-4000n	100	manhattan	0.5	4	0.8947923215524961
jain	100	manhattan	0.5	4	0.04181187689364125
2d-4c	100	manhattan	0.5	4	0.6568348247342838
sizes4	100	manhattan	0.5	4	0.4020888544196774
square4	100	manhattan	0.5	4	0.37546459989329756
chainlink	100	manhattan	0.5	4	1.0
spiralsquare	100	manhattan	0.5	4	0.7789947884755888
gaussians1	100	manhattan	0.5	4	1.0
pmf	100	manhattan	0.5	4	0.23483495622663977
2d-4c-no9	100	manhattan	0.5	4	0.5750054802489715
hepta	100	manhattan	0.5	4	0.4997047953500705
triangle1	100	manhattan	0.5	4	0.7061633576825113
tae	100	manhattan	0.5	4	0.04796284802914385
twenty	100	manhattan	0.5	4	0.9099939801860876
threenorm	100	manhattan	0.5	4	0.01674357443580583
square2	100	manhattan	0.5	4	0.3908074731548469
disk-3000n	100	manhattan	0.5	4	0.2994982631859379
d31	100	manhattan	0.5	4	0.8374308253913082
aggregation	100	manhattan	0.5	4	0.06581987987214954
2sp2glob	100	manhattan	0.5	4	0.8237076266683481
glass	100	manhattan	0.5	4	0.15612990534609938
square1	100	manhattan	0.5	4	0.3899692708978577
disk-4500n	100	manhattan	0.5	4	0.02185819915986148
sizes1	100	manhattan	0.5	4	0.3988167328933884
long3	100	manhattan	0.5	4	0.037978309594801564
st900	100	manhattan	0.5	4	0.017823067623012747
tetra	100	manhattan	0.5	4	0.6814646524454457
fourty	100	cosine	0.2	2	0.02171480372490245
shapes	100	cosine	0.2	2	0.7071067811865475
twodiamonds	100	cosine	0.2	2	0.010628362324883714
simplex	100	cosine	0.2	2	1.0
zoo	100	cosine	0.2	2	0.2351736039206158
zelnik2	100	cosine	0.2	2	0.033399045599201226
iono	100	cosine	0.2	2	0.5417964566863962
2d-4c-no4	100	cosine	0.2	2	0.4769148982172715
pmf	100	cosine	0.2	2	0.5371568873885676
fourty	100	cosine	0.2	3	0.02171480372490245
shapes	100	cosine	0.2	3	0.7071067811865475
twodiamonds	100	cosine	0.2	3	0.010628362324883714
simplex	100	cosine	0.2	3	1.0
zoo	100	cosine	0.2	3	0.20518614704239085
zelnik2	100	cosine	0.2	3	0.033399045599201226
iono	100	cosine	0.2	3	0.5786108337467033
2d-4c-no4	100	cosine	0.2	3	0.4769148982172715
pmf	100	cosine	0.2	3	0.5371568873885676
fourty	100	cosine	0.2	4	0.02171480372490245
shapes	100	cosine	0.2	4	0.7071067811865475
twodiamonds	100	cosine	0.2	4	0.010628362324883714
simplex	100	cosine	0.2	4	1.0
zoo	100	cosine	0.2	4	0.20518614704239085
zelnik2	100	cosine	0.2	4	0.033399045599201226
iono	100	cosine	0.2	4	0.5786108337467033
2d-4c-no4	100	cosine	0.2	4	0.4769148982172715
pmf	100	cosine	0.2	4	0.5371568873885676
twodiamonds	100	cosine	0.3	2	0.010628362324883714
simplex	100	cosine	0.3	2	1.0
zoo	100	cosine	0.3	2	0.1763993369827574
zelnik2	100	cosine	0.3	2	0.033399045599201226
iono	100	cosine	0.3	2	0.4488248123118919
twodiamonds	100	cosine	0.3	3	0.010628362324883714
simplex	100	cosine	0.3	3	1.0
zoo	100	cosine	0.3	3	0.19037171751035684
zelnik2	100	cosine	0.3	3	0.033399045599201226
iono	100	cosine	0.3	3	0.4688468935669994
twodiamonds	100	cosine	0.3	4	0.010628362324883714
simplex	100	cosine	0.3	4	1.0
zoo	100	cosine	0.3	4	0.19037171751035684
zelnik2	100	cosine	0.3	4	0.033399045599201226
iono	100	cosine	0.3	4	0.47414110121775815
twodiamonds	100	cosine	0.5	2	0.010628362324883714
iono	100	cosine	0.5	2	0.2644958873603493
twodiamonds	100	cosine	0.5	3	0.010628362324883714
iono	100	cosine	0.5	3	0.2715008973627811
twodiamonds	100	cosine	0.5	4	0.010628362324883714
iono	100	cosine	0.5	4	0.27352114468014743
3d-15c-no1	50	euclidean	0.2	2	0.09261478937686426
elly2_d4_c10	50	euclidean	0.2	2	0.0707341987999549
chainlink	50	euclidean	0.2	2	1.0
elly0_d2_c12	50	euclidean	0.2	2	0.032126958129428916
elly1_d3_c25	50	euclidean	0.2	2	0.2537190222252357
jain	50	euclidean	0.2	2	0.03158103500618983
threenorm	50	euclidean	0.2	2	0.18423125099442358
cure-t2-500n-5D-3S	50	euclidean	0.2	2	0.7610637165558658
3d-25c-no2	50	euclidean	0.2	2	0.07306382948587488
engytime	50	euclidean	0.2	2	0.04262511041072884
elly2_d3_c30	50	euclidean	0.2	2	0.39221013529961296
elly1_d4_c12	50	euclidean	0.2	2	0.12489336634311389
cure-t0-500n-5D-5S	50	euclidean	0.2	2	1.0
disk-5000n	50	euclidean	0.2	2	0.12953314759124518
d31	50	euclidean	0.2	2	0.6028628828678814
4d-20c-no0	50	euclidean	0.2	2	0.003528085315293288
elly1_d4_c20	50	euclidean	0.2	2	0.37682117681264926
cure-t2-500n-3D-4S	50	euclidean	0.2	2	0.8436758626713583
elly1_d3_c17	50	euclidean	0.2	2	0.1043700062114396
2d-7c-no0	50	euclidean	0.2	2	0.4076283686615974
cure-t1-500n-4D-1S	50	euclidean	0.2	2	0.7446423162296114
cure-t1-500n-4D-4S	50	euclidean	0.2	2	0.7820966267281378
elly0_d2_c2	50	euclidean	0.2	2	0.028102924256860867
cure-t1-500n-4D-6S	50	euclidean	0.2	2	0.7507584362198584
elly2_d3_c25	50	euclidean	0.2	2	0.40560811156973686
rings	50	euclidean	0.2	2	0.35281101712797136
sizes4	50	euclidean	0.2	2	0.17042196020367795
blobs	50	euclidean	0.2	2	0.5532816123364722
3d-10c-no1	50	euclidean	0.2	2	0.05562331504260118
elly2_d2_c40	50	euclidean	0.2	2	0.038990417777821924
elly0_d4_c10	50	euclidean	0.2	2	0.30700616381481377
2d-4c-no9	50	euclidean	0.2	2	0.38207311365843194
2d-25c-no0	50	euclidean	0.2	2	0.6485614240060221
cure-t0-500n-5D-6S	50	euclidean	0.2	2	1.0
3d-40c-no0	50	euclidean	0.2	2	0.11050311046429932
cure-t2-500n-4D-7S	50	euclidean	0.2	2	0.7628434916127413
cure-t0-500n-4D-5S	50	euclidean	0.2	2	1.0
elly1_d3_c10	50	euclidean	0.2	2	0.15561781651991244
wingnut	50	euclidean	0.2	2	0.9332156806370974
elly2_d4_c7	50	euclidean	0.2	2	0.026263722473731117
cure-t2-500n-4D-1S	50	euclidean	0.2	2	0.7654533413383487
hepta	50	euclidean	0.2	2	0.4516241275614299
3d-20c-no2	50	euclidean	0.2	2	0.045791238820485206
elly1_d2_c35	50	euclidean	0.2	2	0.04434180133488339
cure-t2-4k	50	euclidean	0.2	2	0.8653637859837049
elly1_d4_c10	50	euclidean	0.2	2	0.1286293702560507
2d-4c	50	euclidean	0.2	2	0.4811849160681873
elly1_d3_c5	50	euclidean	0.2	2	0.5428634411325963
elly1_d4_c7	50	euclidean	0.2	2	0.1596748629314665
2d-10c	50	euclidean	0.2	2	0.5190905005669978
cure-t0-500n-3D-5S	50	euclidean	0.2	2	1.0
cure-t1-500n-3D-7S	50	euclidean	0.2	2	0.9489673271462853
spiral	50	euclidean	0.2	2	1.0
cure-t0-500n-4D-3S	50	euclidean	0.2	2	1.0
4d-15c-no1	50	euclidean	0.2	2	0.006381454037215233
cure-t1-500n-5D-7S	50	euclidean	0.2	2	0.7665548924925775
cure-t1-500n-4D-2S	50	euclidean	0.2	2	0.7958699352088838
ds577	50	euclidean	0.2	2	0.7244346052636347
spiralsquare	50	euclidean	0.2	2	0.7448770048109455
elly1_d4_c15	50	euclidean	0.2	2	0.10657740301358792
elly0_d2_c15	50	euclidean	0.2	2	0.023220689480528942
2d-12c-no1	50	euclidean	0.2	2	0.5323991958000398
4d-40c-no0	50	euclidean	0.2	2	0.0036157579714205658
xor	50	euclidean	0.2	2	0.11957467391062684
cure-t2-500n-5D-6S	50	euclidean	0.2	2	0.7223739455018405
cure-t1-500n-5D-1S	50	euclidean	0.2	2	0.8053214148410679
3d-20c-no0	50	euclidean	0.2	2	0.04868371650914155
elly2_d3_c17	50	euclidean	0.2	2	0.10072530224815995
cure-t2-500n-3D-2S	50	euclidean	0.2	2	0.9007031602160973
cure-t1-500n-4D-7S	50	euclidean	0.2	2	0.7746409900199214
2dnormals	50	euclidean	0.2	2	0.08869536099292323
elly2_d2_c30	50	euclidean	0.2	2	0.06993641189686982
elly2_d4_c17	50	euclidean	0.2	2	0.11564568099869302
elly1_d2_c30	50	euclidean	0.2	2	0.12616718949571026
cure-t0-500n-2D-1S	50	euclidean	0.2	2	1.0
aggregation	50	euclidean	0.2	2	0.027312598947007223
elly1_d3_c15	50	euclidean	0.2	2	0.04900060088717378
disk-4600n	50	euclidean	0.2	2	0.07642577647581315
elly1_d2_c15	50	euclidean	0.2	2	0.005832970520389889
2d-40c-no2	50	euclidean	0.2	2	0.7801837720167926
cure-t2-500n-3D-1S	50	euclidean	0.2	2	0.8150991790821274
2d-12c-no2	50	euclidean	0.2	2	0.48139067238826194
cure-t0-500n-5D-1S	50	euclidean	0.2	2	1.0
elly0_d2_c17	50	euclidean	0.2	2	0.0215245092821321
2d-20c-no0	50	euclidean	0.2	2	0.6252153308033467
cure-t1-500n-2D-1S	50	euclidean	0.2	2	0.9029696147297868
elly1_d3_c20	50	euclidean	0.2	2	0.34828789404495175
elly2_d4_c35	50	euclidean	0.2	2	0.5037404744955315
4d-35c-no2	50	euclidean	0.2	2	0.0022480336664213365
cure-t2-500n-3D-7S	50	euclidean	0.2	2	0.8507429831214712
3d-40c-no2	50	euclidean	0.2	2	0.12536072431857073
st900	50	euclidean	0.2	2	0.6491622004675273
elly2_d2_c20	50	euclidean	0.2	2	0.09786033483223816
cure-t0-500n-5D-2S	50	euclidean	0.2	2	1.0
elly1_d2_c7	50	euclidean	0.2	2	0.008618240474258633
elly2_d3_c15	50	euclidean	0.2	2	0.11576753625826137
elly1_d4_c17	50	euclidean	0.2	2	0.09758333009758419
elly0_d3_c7	50	euclidean	0.2	2	0.0587942325663876
disk-t0-500n-1s	50	euclidean	0.2	2	0.18056011697411678
elly0_d3_c20	50	euclidean	0.2	2	0.3532328372409229
2d-2c-no1	50	euclidean	0.2	2	0.2600896900473155
pathbased	50	euclidean	0.2	2	0.08610869662954836
elly1_d4_c30	50	euclidean	0.2	2	0.37722332028042155
2d-15c-no1	50	euclidean	0.2	2	0.543294861226902
cure-t0-500n-3D-2S	50	euclidean	0.2	2	1.0
3d-30c-no0	50	euclidean	0.2	2	0.09437276131360249
elly0_d2_c40	50	euclidean	0.2	2	0.08382641372284927
spherical_4_3	50	euclidean	0.2	2	0.053145649245785305
cure-t2-500n-5D-7S	50	euclidean	0.2	2	0.7636984817651358
elly2_d4_c40	50	euclidean	0.2	2	0.4088759125852445
elly0_d2_c7	50	euclidean	0.2	2	0.06577804256656011
3d-10c-no2	50	euclidean	0.2	2	0.07224092903822486
2d-3c-no123	50	euclidean	0.2	2	0.04902912323749091
cure-t2-500n-5D-5S	50	euclidean	0.2	2	0.7618461315398374
complex9	50	euclidean	0.2	2	0.0026376648157418617
2d-10c-no0	50	euclidean	0.2	2	0.5377989543707806
disk-3000n	50	euclidean	0.2	2	0.17704553676533813
2d-5c-no0	50	euclidean	0.2	2	0.3461229723870202
elly0_d4_c5	50	euclidean	0.2	2	0.7119822876582778
elly0_d3_c10	50	euclidean	0.2	2	0.048183485698640435
cure-t2-500n-5D-1S	50	euclidean	0.2	2	0.7335530467468976
iono	50	euclidean	0.2	2	0.0582603533716797
twenty	50	euclidean	0.2	2	0.6317740704217952
cure-t1-500n-4D-5S	50	euclidean	0.2	2	0.767562760761959
2d-4c-no4	50	euclidean	0.2	2	0.4071750771719229
4d-25c-no1	50	euclidean	0.2	2	0.002948060957375046
elly0_d4_c2	50	euclidean	0.2	2	0.4484458890599718
cure-t0-500n-3D-1S	50	euclidean	0.2	2	1.0
iris	50	euclidean	0.2	2	0.32409895258222693
2d-40c-no0	50	euclidean	0.2	2	0.7470057814339457
cure-t0-500n-4D-2S	50	euclidean	0.2	2	1.0
cure-t1-500n-4D-3S	50	euclidean	0.2	2	0.7447039019084166
zelnik2	50	euclidean	0.2	2	0.04657470464472364
elly1_d4_c2	50	euclidean	0.2	2	0.6651079313509674
elly1_d3_c30	50	euclidean	0.2	2	0.3108582176926989
cure-t0-500n-4D-6S	50	euclidean	0.2	2	1.0
elly0_d4_c20	50	euclidean	0.2	2	0.2902332205372303
sizes3	50	euclidean	0.2	2	0.19098928518489053
2d-40c-no1	50	euclidean	0.2	2	0.7616488721874228
4d-35c-no0	50	euclidean	0.2	2	0.003936416170620411
long1	50	euclidean	0.2	2	0.9554745623427908
spherical_5_2	50	euclidean	0.2	2	0.3301060876018429
DS-850	50	euclidean	0.2	2	0.8530272328923667
lsun	50	euclidean	0.2	2	0.7337405716168689
gaussians1	50	euclidean	0.2	2	1.0
cure-t0-500n-3D-3S	50	euclidean	0.2	2	1.0
4d-12c-no1	50	euclidean	0.2	2	0.011703242993407232
ecoli	50	euclidean	0.2	2	0.1341656727059661
long3	50	euclidean	0.2	2	0.9562340932642394
2d-20c-no2	50	euclidean	0.2	2	0.599240900704476
cure-t0-500n-5D-7S	50	euclidean	0.2	2	1.0
cuboids	50	euclidean	0.2	2	1.0
elly1_d3_c40	50	euclidean	0.2	2	0.28811365072214323
elly1_d2_c2	50	euclidean	0.2	2	0.013338302499775481
3d-10c-no0	50	euclidean	0.2	2	0.026222568807389976
square1	50	euclidean	0.2	2	0.2781551320450336
elly0_d4_c15	50	euclidean	0.2	2	0.1857046230901456
cure-t1-500n-3D-2S	50	euclidean	0.2	2	0.9460104398168906
haberman	50	euclidean	0.2	2	0.07111995468171899
3d-7c-no2	50	euclidean	0.2	2	0.016589907861051457
3MC	50	euclidean	0.2	2	0.39326724047403655
cure-t0-500n-4D-1S	50	euclidean	0.2	2	1.0
elly2_d3_c35	50	euclidean	0.2	2	0.3787625896434548
3d-5c-no2	50	euclidean	0.2	2	0.009582916925371823
2d-15c-no0	50	euclidean	0.2	2	0.5646353086741005
elly0_d4_c7	50	euclidean	0.2	2	0.4452282626639552
elly0_d2_c35	50	euclidean	0.2	2	0.13304321463940746
2d-5c-no1	50	euclidean	0.2	2	0.2954026689106347
elly0_d3_c40	50	euclidean	0.2	2	0.2670041293196744
2d-2c-no0	50	euclidean	0.2	2	0.1874227677509651
cure-t1-500n-3D-4S	50	euclidean	0.2	2	0.8705999500471824
tae	50	euclidean	0.2	2	0.2955844544834233
elly0_d4_c25	50	euclidean	0.2	2	0.3141911723234218
cure-t0-500n-4D-7S	50	euclidean	0.2	2	1.0
dense-disk-5000	50	euclidean	0.2	2	0.2034175012935741
elly2_d4_c20	50	euclidean	0.2	2	0.47500546203286215
2d-15c-no2	50	euclidean	0.2	2	0.5275675019900877
elly1_d2_c17	50	euclidean	0.2	2	0.04148531206099597
elly1_d2_c25	50	euclidean	0.2	2	0.086514266949868
4d-40c-no1	50	euclidean	0.2	2	0.00365125902453362
atom	50	euclidean	0.2	2	0.014021613085875137
cure-t0-500n-5D-3S	50	euclidean	0.2	2	1.0
complex8	50	euclidean	0.2	2	0.0014454180203113357
cure-t1-500n-3D-5S	50	euclidean	0.2	2	0.9534615662259722
pmf	50	euclidean	0.2	2	0.1511409705184763
elly0_d2_c25	50	euclidean	0.2	2	0.12922380463592079
simplex	50	euclidean	0.2	2	1.0
elly1_d4_c35	50	euclidean	0.2	2	0.4355853929432221
2d-25c-no2	50	euclidean	0.2	2	0.6346201032567661
elly2_d3_c5	50	euclidean	0.2	2	0.5359787478154899
DS-577	50	euclidean	0.2	2	0.7244346052636347
cure-t2-500n-5D-2S	50	euclidean	0.2	2	0.7852692758629901
elly2_d4_c25	50	euclidean	0.2	2	0.45084688004967555
elly1_d3_c7	50	euclidean	0.2	2	0.11812058702626704
target	50	euclidean	0.2	2	0.7687213274715954
fourty	50	euclidean	0.2	2	0.5696156794956174
sonar	50	euclidean	0.2	2	0.03063335911231869
elly0_d2_c5	50	euclidean	0.2	2	0.10071791161044821
cure-t2-500n-4D-3S	50	euclidean	0.2	2	0.7668388546522191
cure-t1-500n-5D-5S	50	euclidean	0.2	2	0.7868405600288533
4d-25c-no0	50	euclidean	0.2	2	0.0029887171186764416
2d-10c-no1	50	euclidean	0.2	2	0.3270408049101725
3d-15c-no0	50	euclidean	0.2	2	0.04454768427944578
aml28	50	euclidean	0.2	2	0.2261270971208696
elly1_d2_c10	50	euclidean	0.2	2	0.0059014594364665005
spherical_6_2	50	euclidean	0.2	2	0.35483895494008144
elly0_d2_c30	50	euclidean	0.2	2	0.10796336831979957
cure-t1-500n-3D-3S	50	euclidean	0.2	2	0.936409559409162
3d-5c-no0	50	euclidean	0.2	2	0.016087213004077096
elly0_d2_c20	50	euclidean	0.2	2	0.15413165691381217
3d-5c-no1	50	euclidean	0.2	2	0.03464092336086638
elly0_d4_c17	50	euclidean	0.2	2	0.20338269587277488
3-spiral	50	euclidean	0.2	2	0.1338326221786131
disk-1000n	50	euclidean	0.2	2	0.15593170945155702
elly0_d3_c12	50	euclidean	0.2	2	0.04169634419360727
elly0_d4_c40	50	euclidean	0.2	2	0.3079384969438865
elly0_d4_c35	50	euclidean	0.2	2	0.29334803294067
3d-15c-no2	50	euclidean	0.2	2	0.04888082174275802
elly0_d3_c5	50	euclidean	0.2	2	0.06644421239881562
elly0_d3_c17	50	euclidean	0.2	2	0.08379314512369948
triangle2	50	euclidean	0.2	2	0.23777674092054346
shapes	50	euclidean	0.2	2	0.9587499480346955
cure-t0-500n-5D-4S	50	euclidean	0.2	2	1.0
elly1_d2_c12	50	euclidean	0.2	2	0.003825950691503551
3d-2c-no1	50	euclidean	0.2	2	0.016766647196212812
elly2_d2_c25	50	euclidean	0.2	2	0.11946719726567166
xclara	50	euclidean	0.2	2	0.11133093664809278
sizes1	50	euclidean	0.2	2	0.2620072237297225
square5	50	euclidean	0.2	2	0.2622937737558621
2d-25c-no1	50	euclidean	0.2	2	0.6782107817576146
3d-30c-no2	50	euclidean	0.2	2	0.1400199148687752
4d-20c-no1	50	euclidean	0.2	2	0.003289131915783091
cure-t2-500n-3D-5S	50	euclidean	0.2	2	0.8823671748701881
cure-t0-500n-4D-4S	50	euclidean	0.2	2	1.0
elly1_d2_c20	50	euclidean	0.2	2	0.16453816644147887
cure-t2-500n-3D-6S	50	euclidean	0.2	2	0.8206695145153654
elly1_d2_c5	50	euclidean	0.2	2	0.0033124804662426157
square2	50	euclidean	0.2	2	0.27750342446598747
glass	50	euclidean	0.2	2	0.19305666193458057
elly2_d3_c40	50	euclidean	0.2	2	0.3042656730292346
elly0_d2_c10	50	euclidean	0.2	2	0.03798822536363059
dense-disk-3000	50	euclidean	0.2	2	0.15812863530710322
2d-30c-no2	50	euclidean	0.2	2	0.6102854019557433
longsquare	50	euclidean	0.2	2	0.3368759709421061
