dataset	n_clusters	init	max_iter	n_init	algorithm	nmi
curves2	39	k-means++	300	10	auto	0.318470364714329
d31	39	k-means++	300	10	auto	0.9399718996386075
dartboard1	39	k-means++	300	10	auto	0.5178876226363673
dartboard2	39	k-means++	300	10	auto	0.42716102911379183
dense-disk-3000	39	k-means++	300	10	auto	0.22863073157631983
dense-disk-5000	39	k-means++	300	10	auto	0.22705097761301835
diamond9	39	k-means++	300	10	auto	0.7474014771352335
disk-1000n	39	k-means++	300	10	auto	0.2452010634153601
disk-3000n	39	k-means++	300	10	auto	0.2306849950124988
disk-4000n	39	k-means++	300	10	auto	0.22628827828364578
disk-4500n	39	k-means++	300	10	auto	0.25818036516814946
disk-4600n	39	k-means++	300	10	auto	0.13749646290668077
disk-5000n	39	k-means++	300	10	auto	0.22084022274958665
donut1	39	k-means++	300	10	auto	0.32975312492532655
donut2	39	k-means++	300	10	auto	0.3097275185289294
donut3	39	k-means++	300	10	auto	0.478641912225371
donutcurves	39	k-means++	300	10	auto	0.5640526801441246
dpb	39	k-means++	300	10	auto	0.5519722399100733
dpc	39	k-means++	300	10	auto	0.5641310837463986
DS-577	39	k-means++	300	10	auto	0.46853187504268223
DS-850	39	k-means++	300	10	auto	0.6170645629117172
ds2c2sc13	39	k-means++	300	10	auto	0.7944915016824633
ds3c3sc6	39	k-means++	300	10	auto	0.58120612256696
ds4c2sc8	39	k-means++	300	10	auto	0.6880389492908742
ds577	39	k-means++	300	10	auto	0.4693125340654522
ds850	39	k-means++	300	10	auto	0.6101093174772181
ecoli	39	k-means++	300	10	auto	0.4902790924576922
elliptical_10_2	39	k-means++	300	10	auto	0.7791138724175811
elly-2d10c13s	39	k-means++	300	10	auto	0.5212665490371164
engytime	39	k-means++	300	10	auto	0.2749029683034808
flame	39	k-means++	300	10	auto	0.29533893695614916
fourty	39	k-means++	300	10	auto	0.9952802832977605
gaussians1	39	k-means++	300	10	auto	0.3305849205401052
glass	39	k-means++	300	10	auto	0.4349948981013583
haberman	39	k-means++	300	10	auto	0.07322559848981508
heart-statlog	39	k-means++	300	10	auto	0.07672492644472832
hepta	39	k-means++	300	10	auto	0.7194939417810572
hypercube	39	k-means++	300	10	auto	0.7300298016413957
impossible	39	k-means++	300	10	auto	0.5910312516829016
iono	39	k-means++	300	10	auto	0.23856140326304942
iris	39	k-means++	300	10	auto	0.4570007570378971
jain	39	k-means++	300	10	auto	0.27864070989924844
long1	39	k-means++	300	10	auto	0.32936130627388654
long2	39	k-means++	300	10	auto	0.3207445119964575
long3	39	k-means++	300	10	auto	0.25099656149638383
longsquare	39	k-means++	300	10	auto	0.6645529283515635
lsun	39	k-means++	300	10	auto	0.44837359605024923
pathbased	39	k-means++	300	10	auto	0.46782327189745126
pmf	39	k-means++	300	10	auto	0.5196245783489524
R15	39	k-means++	300	10	auto	0.8528127656810623
rings	39	k-means++	300	10	auto	0.4131401601685983
shapes	39	k-means++	300	10	auto	0.5586734309919403
simplex	39	k-means++	300	10	auto	0.5585898827308969
sizes1	39	k-means++	300	10	auto	0.5234601052098264
sizes2	39	k-means++	300	10	auto	0.47753021444654997
sizes3	39	k-means++	300	10	auto	0.43133011241471436
sizes4	39	k-means++	300	10	auto	0.38768438701035507
sizes5	39	k-means++	300	10	auto	0.36254132502567693
smile1	39	k-means++	300	10	auto	0.6392048571954907
smile2	39	k-means++	300	10	auto	0.5708748378860546
smile3	39	k-means++	300	10	auto	0.5154127859687673
sonar	39	k-means++	300	10	auto	0.16497045309411357
spherical_4_3	39	k-means++	300	10	auto	0.5541913737804071
spherical_5_2	39	k-means++	300	10	auto	0.607607649907675
spherical_6_2	39	k-means++	300	10	auto	0.6645726697029057
spiral	39	k-means++	300	10	auto	0.3213583415972918
spiralsquare	39	k-means++	300	10	auto	0.5215501800124313
square1	39	k-means++	300	10	auto	0.5361845466464605
square2	39	k-means++	300	10	auto	0.5114305451786465
square3	39	k-means++	300	10	auto	0.49350789059016015
square4	39	k-means++	300	10	auto	0.4532657523828612
square5	39	k-means++	300	10	auto	0.40868185544929436
st900	39	k-means++	300	10	auto	0.6658690891796184
tae	39	k-means++	300	10	auto	0.19313143918778025
target	39	k-means++	300	10	auto	0.3670995178129767
tetra	39	k-means++	300	10	auto	0.5483036214848694
threenorm	39	k-means++	300	10	auto	0.21247806279993767
thy	39	k-means++	300	10	auto	0.32324197113117475
triangle1	39	k-means++	300	10	auto	0.5641777306051918
triangle2	39	k-means++	300	10	auto	0.5178725130736626
twenty	39	k-means++	300	10	auto	0.9058582739128862
twodiamonds	39	k-means++	300	10	auto	0.3203044456641529
wingnut	39	k-means++	300	10	auto	0.32137402365094614
xclara	39	k-means++	300	10	auto	0.4653186607214311
xor	39	k-means++	300	10	auto	0.3796026369959409
zelnik1	39	k-means++	300	10	auto	0.4652926823912976
zelnik2	39	k-means++	300	10	auto	0.5959856696321404
zelnik3	39	k-means++	300	10	auto	0.4612187101092461
zelnik4	39	k-means++	300	10	auto	0.5508412032245663
zelnik5	39	k-means++	300	10	auto	0.5586711445353452
zelnik6	39	k-means++	300	10	auto	0.48617494022977814
zoo	39	k-means++	300	10	auto	0.6444029785284983
2d-10c	2	random	300	10	auto	0.4964745199023351
2d-20c-no0	2	random	300	10	auto	0.36612507085300505
2d-3c-no123	2	random	300	10	auto	0.7424708381164309
2d-4c-no4	2	random	300	10	auto	0.7576934505923766
2d-4c-no9	2	random	300	10	auto	0.6539741676233566
2d-4c	2	random	300	10	auto	0.7183947066293769
2dnormals	2	random	300	10	auto	0.5997956925965826
2sp2glob	2	random	300	10	auto	0.6449638007431249
3-spiral	2	random	300	10	auto	0.0007639574464418131
3MC	2	random	300	10	auto	0.44922286863634064
aggregation	2	random	300	10	auto	0.49403489725899147
aml28	2	random	300	10	auto	0.7435360670010827
atom	2	random	300	10	auto	0.29303591348443236
balance-scale	2	random	300	10	auto	0.10448201368569532
banana	2	random	300	10	auto	0.33991613386730474
blobs	2	random	300	10	auto	0.58014076123848
cassini	2	random	300	10	auto	0.6369775027827321
chainlink	2	random	300	10	auto	0.06864017084884316
circle	2	random	300	10	auto	1.2756598255317205e-06
complex8	2	random	300	10	auto	0.20534335816065816
complex9	2	random	300	10	auto	0.3891354605622293
compound	2	random	300	10	auto	0.5877049818119607
cuboids	2	random	300	10	auto	0.6070639499298494
cure-t0-2000n-2D	2	random	300	10	auto	0.4858899147212086
cure-t1-2000n-2D	2	random	300	10	auto	0.48124517547671386
cure-t2-4k	2	random	300	10	auto	0.44230350158976595
curves1	2	random	300	10	auto	1.0
curves2	2	random	300	10	auto	2.885407708148147e-06
d31	2	random	300	10	auto	0.3129259070750512
dartboard1	2	random	300	10	auto	8.542470676839779e-16
dartboard2	2	random	300	10	auto	0.17925554549122327
dense-disk-3000	2	random	300	10	auto	0.00018597452948293747
dense-disk-5000	2	random	300	10	auto	0.00020536656203524423
diamond9	2	random	300	10	auto	0.3569406601464529
disk-1000n	2	random	300	10	auto	3.7565708608068575e-05
disk-3000n	2	random	300	10	auto	6.649808575835353e-05
disk-4000n	2	random	300	10	auto	0.0007066263863858713
disk-4500n	2	random	300	10	auto	0.00027471928339459656
disk-4600n	2	random	300	10	auto	0.0001255244149340657
disk-5000n	2	random	300	10	auto	1.3405426917237945e-07
donut1	2	random	300	10	auto	0.2738869210931011
donut2	2	random	300	10	auto	0.004685426113475529
donut3	2	random	300	10	auto	0.5158050056653266
donutcurves	2	random	300	10	auto	0.6666666666666666
dpb	2	random	300	10	auto	0.436333633279528
dpc	2	random	300	10	auto	0.438003872680231
DS-577	2	random	300	10	auto	0.5583858681317769
DS-850	2	random	300	10	auto	0.47537974712883163
ds2c2sc13	2	random	300	10	auto	0.43076444504029576
ds3c3sc6	2	random	300	10	auto	0.42510310454493694
ds4c2sc8	2	random	300	10	auto	0.350923988512411
ds577	2	random	300	10	auto	0.5583858681317769
ds850	2	random	300	10	auto	0.47537974712883163
ecoli	2	random	300	10	auto	0.4299551235523929
elliptical_10_2	2	random	300	10	auto	0.4169840344643996
elly-2d10c13s	2	random	300	10	auto	0.18825801161299716
engytime	2	random	300	10	auto	0.7296025389701776
flame	2	random	300	10	auto	0.3987957374536852
fourty	2	random	300	10	auto	0.31635918187956436
gaussians1	2	random	300	10	auto	1.0
glass	2	random	300	10	auto	0.2751555881537759
haberman	2	random	300	10	auto	0.00011026481012571995
heart-statlog	2	random	300	10	auto	0.019912292457130217
hepta	2	random	300	10	auto	0.5189329822474543
hypercube	2	random	300	10	auto	0.5000000000000008
impossible	2	random	300	10	auto	0.44732263006103556
iono	2	random	300	10	auto	0.13485692093441007
iris	2	random	300	10	auto	0.6565191143081124
jain	2	random	300	10	auto	0.3690019484299286
long1	2	random	300	10	auto	0.0009375390561214267
long2	2	random	300	10	auto	0.0007067220095651345
long3	2	random	300	10	auto	0.002106466475433382
longsquare	2	random	300	10	auto	0.5066082331220548
lsun	2	random	300	10	auto	0.6491389545399219
pathbased	2	random	300	10	auto	0.49099715322938187
pmf	2	random	300	10	auto	0.6455141039792022
R15	2	random	300	10	auto	0.3981066855692739
rings	2	random	300	10	auto	0.10974771211692305
shapes	2	random	300	10	auto	0.6666666666666666
simplex	2	random	300	10	auto	0.5771596324111234
sizes1	2	random	300	10	auto	0.5936057894333179
sizes2	2	random	300	10	auto	0.5497530932200634
sizes3	2	random	300	10	auto	0.5765784709095217
sizes4	2	random	300	10	auto	0.6029337599165153
sizes5	2	random	300	10	auto	0.6327371290595916
smile1	2	random	300	10	auto	0.4757810178849073
smile2	2	random	300	10	auto	0.48800442877183675
smile3	2	random	300	10	auto	0.3730697831247362
sonar	2	random	300	10	auto	0.005786989327841169
spherical_4_3	2	random	300	10	auto	0.6666666666666679
spherical_5_2	2	random	300	10	auto	0.4821201024000592
spherical_6_2	2	random	300	10	auto	0.5578858913022593
spiral	2	random	300	10	auto	0.02349953124217701
spiralsquare	2	random	300	10	auto	0.5517723904791839
square1	2	random	300	10	auto	0.6077171636500127
square2	2	random	300	10	auto	0.5824902448746704
square3	2	random	300	10	auto	0.5505706298325649
square4	2	random	300	10	auto	0.506843633721829
square5	2	random	300	10	auto	0.44457307134400365
st900	2	random	300	10	auto	0.3450230889736055
tae	2	random	300	10	auto	0.007213381642046522
target	2	random	300	10	auto	0.2964435182851918
tetra	2	random	300	10	auto	0.5067695680312936
threenorm	2	random	300	10	auto	0.09730597421483686
thy	2	random	300	10	auto	0.12763266883059027
triangle1	2	random	300	10	auto	0.4726232640255141
triangle2	2	random	300	10	auto	0.48840796940833275
twenty	2	random	300	10	auto	0.36190322131524444
twodiamonds	2	random	300	10	auto	1.0
wingnut	2	random	300	10	auto	0.7744007983089454
xclara	2	random	300	10	auto	0.7035940565187409
xor	2	random	300	10	auto	0.0008894787453058702
zelnik1	2	random	300	10	auto	0.1145405384024004
zelnik2	2	random	300	10	auto	0.5035596810686214
zelnik3	2	random	300	10	auto	0.4369415609862255
zelnik4	2	random	300	10	auto	0.6676578691388774
zelnik5	2	random	300	10	auto	0.6669921540718916
zelnik6	2	random	300	10	auto	0.5979727711023262
zoo	2	random	300	10	auto	0.3128631549057389
2d-10c	3	random	300	10	auto	0.6944332335911069
2d-20c-no0	3	random	300	10	auto	0.5239152217206645
2d-3c-no123	3	random	300	10	auto	0.7215637559045326
2d-4c-no4	3	random	300	10	auto	0.8518181710274879
2d-4c-no9	3	random	300	10	auto	0.8301967226519434
2d-4c	3	random	300	10	auto	0.8856290830903212
2dnormals	3	random	300	10	auto	0.4687143652294239
2sp2glob	3	random	300	10	auto	0.8571428571428571
3-spiral	3	random	300	10	auto	0.0003775148964787816
3MC	3	random	300	10	auto	0.8088691368366148
aggregation	3	random	300	10	auto	0.7440248788752157
aml28	3	random	300	10	auto	0.9049214792610688
atom	3	random	300	10	auto	0.4633492157384898
balance-scale	3	random	300	10	auto	0.10049430003056853
banana	3	random	300	10	auto	0.31295527999871536
blobs	3	random	300	10	auto	0.8616213640770951
cassini	3	random	300	10	auto	0.5559176533716133
chainlink	3	random	300	10	auto	0.1902323512672521
circle	3	random	300	10	auto	0.002195349567382378
complex8	3	random	300	10	auto	0.4926982989044828
complex9	3	random	300	10	auto	0.6071098675957304
compound	3	random	300	10	auto	0.806069222511028
cuboids	3	random	300	10	auto	0.7987938725955549
cure-t0-2000n-2D	3	random	300	10	auto	0.42835713125709624
cure-t1-2000n-2D	3	random	300	10	auto	0.6468409766369452
cure-t2-4k	3	random	300	10	auto	0.6491588147554442
curves1	3	random	300	10	auto	0.8000018466588394
curves2	3	random	300	10	auto	0.46465118605507383
d31	3	random	300	10	auto	0.4567129249982829
dartboard1	3	random	300	10	auto	0.0
dartboard2	3	random	300	10	auto	0.2789232698921116
dense-disk-3000	3	random	300	10	auto	0.001035067697717801
dense-disk-5000	3	random	300	10	auto	0.0004880514948941659
diamond9	3	random	300	10	auto	0.5445039129930362
disk-1000n	3	random	300	10	auto	0.00020985277121420126
disk-3000n	3	random	300	10	auto	0.00039349552497111085
disk-4000n	3	random	300	10	auto	0.0005499368028762386
disk-4500n	3	random	300	10	auto	0.000558191006399642
disk-4600n	3	random	300	10	auto	0.0003980044620206937
disk-5000n	3	random	300	10	auto	0.00010949831857158997
donut1	3	random	300	10	auto	0.39531604772956674
donut2	3	random	300	10	auto	0.019414549954201304
donut3	3	random	300	10	auto	0.5621979941601261
donutcurves	3	random	300	10	auto	0.6624357685526511
dpb	3	random	300	10	auto	0.731365394816455
dpc	3	random	300	10	auto	0.7565762995363087
DS-577	3	random	300	10	auto	0.8730521906849472
DS-850	3	random	300	10	auto	0.6247986650486939
ds2c2sc13	3	random	300	10	auto	0.6012755758991748
ds3c3sc6	3	random	300	10	auto	0.7014757061913294
ds4c2sc8	3	random	300	10	auto	0.6126139034731798
ds577	3	random	300	10	auto	0.873052190684947
ds850	3	random	300	10	auto	0.627404222177876
ecoli	3	random	300	10	auto	0.6283907734312016
elliptical_10_2	3	random	300	10	auto	0.5621590914001288
elly-2d10c13s	3	random	300	10	auto	0.4102995952327595
engytime	3	random	300	10	auto	0.5468508106274313
flame	3	random	300	10	auto	0.4757988508619431
fourty	3	random	300	10	auto	0.42695100545993875
gaussians1	3	random	300	10	auto	0.8029784244290346
glass	3	random	300	10	auto	0.36206116980946584
haberman	3	random	300	10	auto	0.039207671593431775
heart-statlog	3	random	300	10	auto	0.013907959973971276
hepta	3	random	300	10	auto	0.6570523040240902
hypercube	3	random	300	10	auto	0.6666666666666674
impossible	3	random	300	10	auto	0.6664478161093822
iono	3	random	300	10	auto	0.17869453792084936
iris	3	random	300	10	auto	0.7581756800057784
jain	3	random	300	10	auto	0.364735042844682
long1	3	random	300	10	auto	0.0015920908989802995
long2	3	random	300	10	auto	0.003179582097890406
long3	3	random	300	10	auto	0.001845087677477716
longsquare	3	random	300	10	auto	0.75561950374516
lsun	3	random	300	10	auto	0.5441428265708904
pathbased	3	random	300	10	auto	0.5458430500422186
pmf	3	random	300	10	auto	0.8429108581148015
R15	3	random	300	10	auto	0.5565333063363668
rings	3	random	300	10	auto	0.1994617761461119
shapes	3	random	300	10	auto	0.8571428571428571
simplex	3	random	300	10	auto	0.8571428571428569
sizes1	3	random	300	10	auto	0.7604197151935799
sizes2	3	random	300	10	auto	0.822445238408546
sizes3	3	random	300	10	auto	0.81049539948749
sizes4	3	random	300	10	auto	0.7980395914809604
sizes5	3	random	300	10	auto	0.7946906008581542
smile1	3	random	300	10	auto	0.663693023995326
smile2	3	random	300	10	auto	0.6015468143933342
smile3	3	random	300	10	auto	0.45913300530384393
sonar	3	random	300	10	auto	0.0070047203824542825
spherical_4_3	3	random	300	10	auto	0.737563683190732
spherical_5_2	3	random	300	10	auto	0.608406461007854
spherical_6_2	3	random	300	10	auto	0.7216162598446753
spiral	3	random	300	10	auto	0.0408372825786266
spiralsquare	3	random	300	10	auto	0.7047559471437509
square1	3	random	300	10	auto	0.7336869232034041
square2	3	random	300	10	auto	0.7006068105681459
square3	3	random	300	10	auto	0.6511845224220847
square4	3	random	300	10	auto	0.6050858602824025
square5	3	random	300	10	auto	0.5128114087263834
st900	3	random	300	10	auto	0.4918800010657665
tae	3	random	300	10	auto	0.026314192155782762
target	3	random	300	10	auto	0.4135550906852419
tetra	3	random	300	10	auto	0.8447668705949729
threenorm	3	random	300	10	auto	0.41375403424069895
thy	3	random	300	10	auto	0.4006231960614103
triangle1	3	random	300	10	auto	0.7208527848785231
triangle2	3	random	300	10	auto	0.7655967216669598
twenty	3	random	300	10	auto	0.5306644317089368
twodiamonds	3	random	300	10	auto	0.7915244386405569
wingnut	3	random	300	10	auto	0.6817393863375681
xclara	3	random	300	10	auto	0.9872347608204501
xor	3	random	300	10	auto	0.08902387427739777
zelnik1	3	random	300	10	auto	0.16366535175123856
zelnik2	3	random	300	10	auto	0.5463765765707048
zelnik3	3	random	300	10	auto	0.5318056390185499
zelnik4	3	random	300	10	auto	0.8433531345569784
zelnik5	3	random	300	10	auto	0.5844926352231196
zelnik6	3	random	300	10	auto	0.6359186428308183
zoo	3	random	300	10	auto	0.597213455240777
2d-10c	4	random	300	10	auto	0.7928461943277004
2d-20c-no0	4	random	300	10	auto	0.6049387697113754
2d-3c-no123	4	random	300	10	auto	0.6389541522753189
2d-4c-no4	4	random	300	10	auto	0.9546706732249888
2d-4c-no9	4	random	300	10	auto	0.9011050799214644
2d-4c	4	random	300	10	auto	1.0
2dnormals	4	random	300	10	auto	0.37807270452659564
2sp2glob	4	random	300	10	auto	0.755361708108518
3-spiral	4	random	300	10	auto	0.0021768724497185908
3MC	4	random	300	10	auto	0.7291369396590459
aggregation	4	random	300	10	auto	0.8029101504800968
aml28	4	random	300	10	auto	0.9697211576990551
atom	4	random	300	10	auto	0.4807370666346211
balance-scale	4	random	300	10	auto	0.13679074350325413
banana	4	random	300	10	auto	0.34562071255982685
blobs	4	random	300	10	auto	0.7649005596468567
cassini	4	random	300	10	auto	0.7893626284651464
chainlink	4	random	300	10	auto	0.2460633619921992
circle	4	random	300	10	auto	0.003620205567934942
complex8	4	random	300	10	auto	0.5486752340307615
complex9	4	random	300	10	auto	0.6445825957450605
compound	4	random	300	10	auto	0.691849190092754
cuboids	4	random	300	10	auto	1.0
cure-t0-2000n-2D	4	random	300	10	auto	0.40354925201868463
cure-t1-2000n-2D	4	random	300	10	auto	0.7330142770566658
cure-t2-4k	4	random	300	10	auto	0.7137858770122573
curves1	4	random	300	10	auto	0.6666692314745571
curves2	4	random	300	10	auto	0.3045841807260838
d31	4	random	300	10	auto	0.5341195871308441
dartboard1	4	random	300	10	auto	-6.406926954352567e-16
dartboard2	4	random	300	10	auto	0.5273608348913555
dense-disk-3000	4	random	300	10	auto	0.0011068336865754196
dense-disk-5000	4	random	300	10	auto	0.0007323036714721042
diamond9	4	random	300	10	auto	0.5754837520103256
disk-1000n	4	random	300	10	auto	0.004689025577761167
disk-3000n	4	random	300	10	auto	0.001396263984565176
disk-4000n	4	random	300	10	auto	0.0001044680695571326
disk-4500n	4	random	300	10	auto	0.00015746934409405656
disk-4600n	4	random	300	10	auto	0.0004823937859550333
disk-5000n	4	random	300	10	auto	2.912958458528425e-05
donut1	4	random	300	10	auto	0.7162096675377355
donut2	4	random	300	10	auto	0.08196225571995006
donut3	4	random	300	10	auto	0.6084892857635267
donutcurves	4	random	300	10	auto	0.5737476501675428
dpb	4	random	300	10	auto	0.8477712005075947
dpc	4	random	300	10	auto	0.8957399639851703
DS-577	4	random	300	10	auto	0.8183947388721341
DS-850	4	random	300	10	auto	0.8590460045734962
ds2c2sc13	4	random	300	10	auto	0.6899419787314784
ds3c3sc6	4	random	300	10	auto	0.6970121921506522
ds4c2sc8	4	random	300	10	auto	0.6789599595305839
ds577	4	random	300	10	auto	0.8183947388721341
ds850	4	random	300	10	auto	0.8590460045734964
ecoli	4	random	300	10	auto	0.6281787409854966
elliptical_10_2	4	random	300	10	auto	0.7137816392245286
elly-2d10c13s	4	random	300	10	auto	0.4663923588423615
engytime	4	random	300	10	auto	0.48768131908941537
flame	4	random	300	10	auto	0.5401951313617975
fourty	4	random	300	10	auto	0.5343273076539495
gaussians1	4	random	300	10	auto	0.6692508299661113
glass	4	random	300	10	auto	0.4059280754478531
haberman	4	random	300	10	auto	0.022503468975923268
heart-statlog	4	random	300	10	auto	0.025088024444836092
hepta	4	random	300	10	auto	0.74220817973076
hypercube	4	random	300	10	auto	0.8000000000000007
impossible	4	random	300	10	auto	0.8222889169254725
iono	4	random	300	10	auto	0.263524532256532
iris	4	random	300	10	auto	0.7219203867820961
jain	4	random	300	10	auto	0.40989733401237943
long1	4	random	300	10	auto	0.36451332604152237
long2	4	random	300	10	auto	0.3538987523009601
long3	4	random	300	10	auto	0.3153408621635935
longsquare	4	random	300	10	auto	0.7932068807199807
lsun	4	random	300	10	auto	0.7222378729708145
pathbased	4	random	300	10	auto	0.46337140580834574
pmf	4	random	300	10	auto	0.932987821615294
R15	4	random	300	10	auto	0.6264246611371437
rings	4	random	300	10	auto	0.2951201336076834
shapes	4	random	300	10	auto	1.0
simplex	4	random	300	10	auto	1.0
sizes1	4	random	300	10	auto	0.9263970196423194
sizes2	4	random	300	10	auto	0.9349969840101671
sizes3	4	random	300	10	auto	0.9119515230749768
sizes4	4	random	300	10	auto	0.8867946563303163
sizes5	4	random	300	10	auto	0.8840706864533041
smile1	4	random	300	10	auto	0.6078914549755355
smile2	4	random	300	10	auto	0.5143792955268256
smile3	4	random	300	10	auto	0.3952427752497914
sonar	4	random	300	10	auto	0.009355734403625568
spherical_4_3	4	random	300	10	auto	1.0
spherical_5_2	4	random	300	10	auto	0.7439102745160202
spherical_6_2	4	random	300	10	auto	0.8519590445170669
spiral	4	random	300	10	auto	0.05072832650484886
spiralsquare	4	random	300	10	auto	0.6015854420180985
square1	4	random	300	10	auto	0.9225841094073309
square2	4	random	300	10	auto	0.8849471817615496
square3	4	random	300	10	auto	0.8220371864673635
square4	4	random	300	10	auto	0.7482890543036581
square5	4	random	300	10	auto	0.642004897503776
st900	4	random	300	10	auto	0.519659923003097
tae	4	random	300	10	auto	0.038166087945528476
target	4	random	300	10	auto	0.6909222903811075
tetra	4	random	300	10	auto	1.0
threenorm	4	random	300	10	auto	0.3763594654674902
thy	4	random	300	10	auto	0.3211378902629166
triangle1	4	random	300	10	auto	0.952015247341234
triangle2	4	random	300	10	auto	0.8693263036795436
twenty	4	random	300	10	auto	0.6157947163725128
twodiamonds	4	random	300	10	auto	0.667110115250547
wingnut	4	random	300	10	auto	0.6367107512363667
xclara	4	random	300	10	auto	0.8843846696705467
xor	4	random	300	10	auto	0.262837099053002
zelnik1	4	random	300	10	auto	0.36504990103666424
zelnik2	4	random	300	10	auto	0.5561956732391601
zelnik3	4	random	300	10	auto	0.6929068889588441
zelnik4	4	random	300	10	auto	1.0
zelnik5	4	random	300	10	auto	0.6735266670058799
zelnik6	4	random	300	10	auto	0.679629641590637
zoo	4	random	300	10	auto	0.6907373099288615
2d-10c	5	random	300	10	auto	0.8514673413059413
2d-20c-no0	5	random	300	10	auto	0.6571455760768319
2d-3c-no123	5	random	300	10	auto	0.6692472198351798
2d-4c-no4	5	random	300	10	auto	0.8325937651629932
2d-4c-no9	5	random	300	10	auto	0.861648449440326
2d-4c	5	random	300	10	auto	0.9063199259577686
2dnormals	5	random	300	10	auto	0.38117735835957894
2sp2glob	5	random	300	10	auto	0.7107752037616955
3-spiral	5	random	300	10	auto	0.009068809522722822
3MC	5	random	300	10	auto	0.7620462130315268
aggregation	5	random	300	10	auto	0.8143277909718117
aml28	5	random	300	10	auto	0.7610859373831755
atom	5	random	300	10	auto	0.5190088963951045
balance-scale	5	random	300	10	auto	0.14001424088463474
banana	5	random	300	10	auto	0.3452088803258487
blobs	5	random	300	10	auto	0.7360166525839886
cassini	5	random	300	10	auto	0.7920927864123285
chainlink	5	random	300	10	auto	0.40131525926029243
circle	5	random	300	10	auto	0.11457735928591802
complex8	5	random	300	10	auto	0.6185518102891401
complex9	5	random	300	10	auto	0.6954177287901254
compound	5	random	300	10	auto	0.759321747174467
cuboids	5	random	300	10	auto	0.931919410538433
cure-t0-2000n-2D	5	random	300	10	auto	0.44529238802368415
cure-t1-2000n-2D	5	random	300	10	auto	0.7557029762110505
cure-t2-4k	5	random	300	10	auto	0.7349451597831981
curves1	5	random	300	10	auto	0.6074478045521267
curves2	5	random	300	10	auto	0.47159762506615566
d31	5	random	300	10	auto	0.5904037010369462
dartboard1	5	random	300	10	auto	0.37635458288096285
dartboard2	5	random	300	10	auto	0.5000144286289322
dense-disk-3000	5	random	300	10	auto	0.005302979075997908
dense-disk-5000	5	random	300	10	auto	0.003144286289182503
diamond9	5	random	300	10	auto	0.7243498582726546
disk-1000n	5	random	300	10	auto	0.004596673917410279
disk-3000n	5	random	300	10	auto	0.004096623985669876
disk-4000n	5	random	300	10	auto	0.0033116160421023033
disk-4500n	5	random	300	10	auto	0.0016324900525974228
disk-4600n	5	random	300	10	auto	0.0008794530962184256
disk-5000n	5	random	300	10	auto	0.0018983835319292591
donut1	5	random	300	10	auto	0.6666692314950764
donut2	5	random	300	10	auto	0.3781340939818612
donut3	5	random	300	10	auto	0.6345909267475061
donutcurves	5	random	300	10	auto	0.5897324850452667
dpb	5	random	300	10	auto	0.902081045213184
dpc	5	random	300	10	auto	0.9525645495382363
DS-577	5	random	300	10	auto	0.775180509384847
DS-850	5	random	300	10	auto	0.8945058129674748
ds2c2sc13	5	random	300	10	auto	0.7643321878246904
ds3c3sc6	5	random	300	10	auto	0.6377686930709154
ds4c2sc8	5	random	300	10	auto	0.7336251878172471
ds577	5	random	300	10	auto	0.7732956832468952
ds850	5	random	300	10	auto	0.8945058129674748
ecoli	5	random	300	10	auto	0.5985658909028868
elliptical_10_2	5	random	300	10	auto	0.8007194866476289
elly-2d10c13s	5	random	300	10	auto	0.511744120927304
engytime	5	random	300	10	auto	0.4644407863571109
flame	5	random	300	10	auto	0.5377802183965862
fourty	5	random	300	10	auto	0.5898085488658344
gaussians1	5	random	300	10	auto	0.6315110273509787
glass	5	random	300	10	auto	0.37748024509308853
haberman	5	random	300	10	auto	0.033810002245678816
heart-statlog	5	random	300	10	auto	0.042690701387027824
hepta	5	random	300	10	auto	0.860442559795553
hypercube	5	random	300	10	auto	0.8571428571428577
impossible	5	random	300	10	auto	0.7506471990158103
iono	5	random	300	10	auto	0.2640246276223515
iris	5	random	300	10	auto	0.696429277767266
jain	5	random	300	10	auto	0.38038239755816194
long1	5	random	300	10	auto	0.42344080639808446
long2	5	random	300	10	auto	0.3940563100175716
long3	5	random	300	10	auto	0.31539731148078193
longsquare	5	random	300	10	auto	0.9060640851107399
lsun	5	random	300	10	auto	0.8040765861704536
pathbased	5	random	300	10	auto	0.43164760841541855
pmf	5	random	300	10	auto	0.8286726636930131
R15	5	random	300	10	auto	0.6559898052198059
rings	5	random	300	10	auto	0.36914187370455087
shapes	5	random	300	10	auto	0.9411866948014519
simplex	5	random	300	10	auto	0.9416094015744276
sizes1	5	random	300	10	auto	0.8561483357692793
sizes2	5	random	300	10	auto	0.8135622585255123
sizes3	5	random	300	10	auto	0.7715499510183836
sizes4	5	random	300	10	auto	0.7251697666111697
sizes5	5	random	300	10	auto	0.7030093503131993
smile1	5	random	300	10	auto	0.6329058429864202
smile2	5	random	300	10	auto	0.5466507891812016
smile3	5	random	300	10	auto	0.4217902966904797
sonar	5	random	300	10	auto	0.05031014953466125
spherical_4_3	5	random	300	10	auto	0.9412403898911762
spherical_5_2	5	random	300	10	auto	0.8763064494644848
spherical_6_2	5	random	300	10	auto	0.9310809437291899
spiral	5	random	300	10	auto	0.036723856494467744
spiralsquare	5	random	300	10	auto	0.5313769278916312
square1	5	random	300	10	auto	0.8651136504402698
square2	5	random	300	10	auto	0.8401137999261783
